miRNA, drug
hsa-mir-30d,7405
hsa-mir-30d,7547
hsa-mir-30d,7558
hsa-mir-30d,7697
hsa-mir-30d,7699
hsa-mir-30d,8271
hsa-mir-30d,8275
hsa-mir-30d,8280
hsa-mir-30d,8361
hsa-mir-30d,8378
hsa-mir-30d,8490
hsa-mir-30d,8555
hsa-mir-30d,8556
hsa-mir-30d,8612
hsa-mir-30d,8730
hsa-mir-30d,8759
hsa-mir-30d,8944
hsa-mir-30d,9034
hsa-mir-30d,9046
hsa-mir-30d,9047
hsa-mir-30d,9064
hsa-mir-30d,9290
hsa-mir-30d,9291
hsa-mir-30d,9294
hsa-mir-30d,9299
hsa-mir-30d,9331
hsa-mir-30d,9403
hsa-mir-30d,9433
hsa-mir-30d,9458
hsa-mir-30d,9565
hsa-mir-30d,9638
hsa-mir-30d,9801
hsa-mir-30d,9913
hsa-mir-30d,10090
hsa-mir-30d,10100
hsa-mir-30d,10133
hsa-mir-30d,10188
hsa-mir-30d,10548
hsa-mir-30d,10680
hsa-mir-30d,10690
hsa-mir-30d,10692
hsa-mir-30d,10767
hsa-mir-30d,10770
hsa-mir-30d,10917
hsa-mir-30d,11291
hsa-mir-30d,11333
hsa-mir-30d,12449
hsa-mir-30d,12555
hsa-mir-30d,12560
hsa-mir-30d,12620
hsa-mir-30d,12967
hsa-mir-30d,13090
hsa-mir-30d,13091
hsa-mir-30d,13092
hsa-mir-30d,13096
hsa-mir-30d,13097
hsa-mir-30d,13129
hsa-mir-30d,13136
hsa-mir-30d,13144
hsa-mir-30d,13314
hsa-mir-30d,13344
hsa-mir-30d,13505
hsa-mir-30d,13791
hsa-mir-30d,14052
hsa-mir-30d,14677
hsa-mir-30d,14792
hsa-mir-30d,14806
hsa-mir-30d,14866
hsa-mir-30d,14985
hsa-mir-30d,15130
hsa-mir-30d,15459
hsa-mir-30d,15541
hsa-mir-30d,15664
hsa-mir-30d,16078
hsa-mir-30d,16362
hsa-mir-30d,16363
hsa-mir-30d,16490
hsa-mir-30d,16666
hsa-mir-30d,16850
hsa-mir-30d,16958
hsa-mir-30d,16960
hsa-mir-30d,17134
hsa-mir-30d,17676
hsa-mir-30d,18283
hsa-mir-30d,18465
hsa-mir-30d,19003
hsa-mir-30d,19649
hsa-mir-30d,19861
hsa-mir-30d,20279
hsa-mir-30d,20313
hsa-mir-30d,20824
hsa-mir-30d,21223
hsa-mir-30d,21233
hsa-mir-30d,21307
hsa-mir-30d,21704
hsa-mir-30d,21772
hsa-mir-30d,21855
hsa-mir-30d,22660
hsa-mir-30d,23576
hsa-mir-30d,23897
hsa-mir-30d,24012
hsa-mir-30d,24066
hsa-mir-30d,24199
hsa-mir-30d,24244
hsa-mir-30d,24478
hsa-mir-30d,24642
hsa-mir-30d,24759
hsa-mir-30d,24763
hsa-mir-30d,25213
hsa-mir-30d,25419
hsa-mir-30d,26041
hsa-mir-30d,26248
hsa-mir-30d,26757
hsa-mir-30d,26879
hsa-mir-30d,26934
hsa-mir-30d,26987
hsa-mir-30d,27400
hsa-mir-30d,27661
hsa-mir-30d,27901
hsa-mir-30d,28417
hsa-mir-30d,28689
hsa-mir-30d,29327
hsa-mir-30d,29566
hsa-mir-30d,30487
hsa-mir-30d,30541
hsa-mir-30d,30668
hsa-mir-30d,30951
hsa-mir-30d,31072
hsa-mir-30d,31203
hsa-mir-30d,31236
hsa-mir-30d,31477
hsa-mir-30d,31593
hsa-mir-30d,31640
hsa-mir-30d,32170
hsa-mir-30d,33032
hsa-mir-30d,33042
hsa-mir-30d,33613
hsa-mir-30d,33624
hsa-mir-30d,33625
hsa-mir-30d,33741
hsa-mir-30d,33887
hsa-mir-30d,33919
hsa-mir-30d,34312
hsa-mir-30d,34328
hsa-mir-30d,34359
hsa-mir-30d,34633
hsa-mir-30d,35370
hsa-mir-30d,36294
hsa-mir-30d,36811
hsa-mir-30d,37393
hsa-mir-30d,37464
hsa-mir-30d,37497
hsa-mir-30d,37542
hsa-mir-30d,37720
hsa-mir-30d,37768
hsa-mir-30d,38853
hsa-mir-30d,38945
hsa-mir-30d,39042
hsa-mir-30d,39147
hsa-mir-30d,39468
hsa-mir-30d,39912
hsa-mir-30d,39941
hsa-mir-30d,40326
hsa-mir-30d,40632
hsa-mir-30d,40704
hsa-mir-30d,41684
hsa-mir-30d,41693
hsa-mir-30d,41781
hsa-mir-30d,41987
hsa-mir-30d,44093
hsa-mir-30d,44564
hsa-mir-30d,47320
hsa-mir-30d,47472
hsa-mir-30d,47811
hsa-mir-30d,48041
hsa-mir-30d,50108
hsa-mir-30d,50192
hsa-mir-30d,51081
hsa-mir-30d,51263
hsa-mir-30d,51634
hsa-mir-30d,52195
hsa-mir-30d,53708
hsa-mir-30d,54385
hsa-mir-30d,54477
hsa-mir-30d,54841
hsa-mir-30d,54892
hsa-mir-30d,55245
hsa-mir-30d,55466
hsa-mir-30d,55891
hsa-mir-30d,56330
hsa-mir-30d,56339
hsa-mir-30d,56959
hsa-mir-30d,57363
hsa-mir-30d,57469
hsa-mir-30d,57697
hsa-mir-30d,59768
hsa-mir-30d,60149
hsa-mir-30d,60164
hsa-mir-30d,60490
hsa-mir-30d,60606
hsa-mir-30d,60613
hsa-mir-30d,60648
hsa-mir-30d,60657
hsa-mir-30d,60726
hsa-mir-30d,60753
hsa-mir-30d,60789
hsa-mir-30d,60795
hsa-mir-30d,60815
hsa-mir-30d,60825
hsa-mir-30d,60835
hsa-mir-30d,60846
hsa-mir-30d,60854
hsa-mir-30d,60855
hsa-mir-30d,60857
hsa-mir-30d,60860
hsa-mir-30d,60871
hsa-mir-30d,60877
hsa-mir-30d,60937
hsa-mir-30d,60947
hsa-mir-30d,60961
hsa-mir-30d,62358
hsa-mir-30d,62816
hsa-mir-30d,62859
hsa-mir-30d,62867
hsa-mir-30d,62886
hsa-mir-30d,64139
hsa-mir-30d,64143
hsa-mir-30d,64929
hsa-mir-30d,65015
hsa-mir-30d,65016
hsa-mir-30d,65028
hsa-mir-30d,65079
hsa-mir-30d,65359
hsa-mir-30d,65430
hsa-mir-30d,65492
hsa-mir-30d,65628
hsa-mir-30d,65632
hsa-mir-30d,65720
hsa-mir-30d,65833
hsa-mir-30d,65863
hsa-mir-30d,65866
hsa-mir-30d,65906
hsa-mir-30d,65981
hsa-mir-30d,65985
hsa-mir-30d,66265
hsa-mir-30d,66348
hsa-mir-30d,66377
hsa-mir-30d,67678
hsa-mir-30d,68030
hsa-mir-30d,68310
hsa-mir-30d,68614
hsa-mir-30d,68617
hsa-mir-30d,68712
hsa-mir-30d,68723
hsa-mir-30d,68740
hsa-mir-30d,68844
hsa-mir-30d,68911
hsa-mir-30d,68942
hsa-mir-30d,69286
hsa-mir-30d,71158
hsa-mir-30d,71183
hsa-mir-30d,71329
hsa-mir-30d,71349
hsa-mir-30d,71360
hsa-mir-30d,71371
hsa-mir-30d,71384
hsa-mir-30d,71387
hsa-mir-30d,71415
hsa-mir-30d,71771
hsa-mir-30d,71815
hsa-mir-30d,72048
hsa-mir-30d,72081
hsa-mir-30d,72128
hsa-mir-30d,72287
hsa-mir-30d,72385
hsa-mir-30d,73342
hsa-mir-30d,74483
hsa-mir-30d,74989
hsa-mir-30d,77991
hsa-mir-30d,77992
hsa-mir-30d,77993
hsa-mir-30d,77999
hsa-mir-30d,82146
hsa-mir-30d,82148
hsa-mir-30d,84029
hsa-mir-30d,84098
hsa-mir-30d,84645
hsa-mir-30d,84815
hsa-mir-30d,91610
hsa-mir-30d,91694
hsa-mir-30d,92253
hsa-mir-30d,92400
hsa-mir-30d,92727
hsa-mir-30d,92786
hsa-mir-30d,92974
hsa-mir-30d,93004
hsa-mir-30d,104747
hsa-mir-30d,104838
hsa-mir-30d,104865
hsa-mir-30d,105024
hsa-mir-30d,107526
hsa-mir-30d,107807
hsa-mir-30d,107970
hsa-mir-30d,115163
hsa-mir-30d,115355
hsa-mir-30d,119570
hsa-mir-30d,119607
hsa-mir-30d,119828
hsa-mir-30d,121396
hsa-mir-30d,121892
hsa-mir-30d,123600
hsa-mir-30d,123606
hsa-mir-30d,123619
hsa-mir-30d,124087
hsa-mir-30d,124886
hsa-mir-30d,125017
hsa-mir-30d,126941
hsa-mir-30d,127151
hsa-mir-30d,129211
hsa-mir-30d,129228
hsa-mir-30d,130313
hsa-mir-30d,131204
hsa-mir-30d,131536
hsa-mir-30d,131682
hsa-mir-30d,132862
hsa-mir-30d,132971
hsa-mir-30d,132999
hsa-mir-30d,133017
hsa-mir-30d,134018
hsa-mir-30d,134019
hsa-mir-30d,134664
hsa-mir-30d,134717
hsa-mir-30d,134780
hsa-mir-30d,142775
hsa-mir-30d,145858
hsa-mir-30d,146570
hsa-mir-30d,148121
hsa-mir-30d,148192
hsa-mir-30d,149351
hsa-mir-30d,150311
hsa-mir-30d,151075
hsa-mir-30d,151166
hsa-mir-30d,153994
hsa-mir-30d,154059
hsa-mir-30d,154101
hsa-mir-30d,154234
hsa-mir-30d,154417
hsa-mir-30d,155774
hsa-mir-30d,156391
hsa-mir-30d,156419
hsa-mir-30d,157355
hsa-mir-30d,157920
hsa-mir-30d,157922
hsa-mir-30d,158536
hsa-mir-30d,159055
hsa-mir-30d,159252
hsa-mir-30d,159269
hsa-mir-30d,162637
hsa-mir-30d,165580
hsa-mir-30d,171548
hsa-mir-30d,172198
hsa-mir-30d,174174
hsa-mir-30d,175805
hsa-mir-30d,176077
hsa-mir-30d,176870
hsa-mir-30d,179344
hsa-mir-30d,182137
hsa-mir-30d,185460
hsa-mir-30d,193653
hsa-mir-30d,193962
hsa-mir-30d,202225
hsa-mir-30d,208898
hsa-mir-30d,208902
hsa-mir-30d,210332
hsa-mir-30d,213013
hsa-mir-30d,213039
hsa-mir-30d,213046
hsa-mir-30d,216416
hsa-mir-30d,219078
hsa-mir-30d,221493
hsa-mir-30d,222528
hsa-mir-30d,222757
hsa-mir-30d,259331
hsa-mir-30d,287180
hsa-mir-30d,392622
hsa-mir-30d,439213
hsa-mir-30d,439693
hsa-mir-30d,440936
hsa-mir-30d,440995
hsa-mir-30d,441074
hsa-mir-30d,441243
hsa-mir-30d,441244
hsa-mir-30d,441278
hsa-mir-30d,441281
hsa-mir-30d,441290
hsa-mir-30d,441300
hsa-mir-30d,441306
hsa-mir-30d,441314
hsa-mir-30d,441383
hsa-mir-30d,441401
hsa-mir-30d,442343
hsa-mir-30d,443445
hsa-mir-30d,443586
hsa-mir-30d,443879
hsa-mir-30d,443894
hsa-mir-30d,444013
hsa-mir-30d,444031
hsa-mir-30d,444254
hsa-mir-30d,446156
hsa-mir-30d,446157
hsa-mir-30d,446541
hsa-mir-30d,446598
hsa-mir-30d,446727
hsa-mir-30d,446925
hsa-mir-30d,447043
hsa-mir-30d,447715
hsa-mir-30d,448601
hsa-mir-30d,449193
hsa-mir-30d,449688
hsa-mir-30d,450601
hsa-mir-30d,452110
hsa-mir-30d,452306
hsa-mir-30d,456199
hsa-mir-30d,489181
hsa-mir-30d,492405
hsa-mir-30d,517045
hsa-mir-30d,522325
hsa-mir-30d,610479
hsa-mir-30d,625469
hsa-mir-30d,638678
hsa-mir-30d,644019
hsa-mir-30d,644160
hsa-mir-30d,644241
hsa-mir-30d,656580
hsa-mir-30d,656652
hsa-mir-30d,656665
hsa-mir-30d,657237
hsa-mir-30d,657308
hsa-mir-30d,666418
hsa-mir-30d,667466
hsa-mir-30d,667468
hsa-mir-30d,667476
hsa-mir-30d,667484
hsa-mir-30d,667490
hsa-mir-30d,667550
hsa-mir-30d,688009
hsa-mir-30d,688561
hsa-mir-30d,708857
hsa-mir-30d,737139
hsa-mir-30d,941361
hsa-mir-30d,941651
hsa-mir-30d,1201549
hsa-mir-30d,1349907
hsa-mir-30d,1548887
hsa-mir-30d,1548942
hsa-mir-30d,1548943
hsa-mir-30d,1549000
hsa-mir-30d,1549008
hsa-mir-30d,1712095
hsa-mir-30d,1738118
hsa-mir-30d,2723601
hsa-mir-30d,2724251
hsa-mir-30d,2724354
hsa-mir-30d,2761171
hsa-mir-30d,3000322
hsa-mir-30d,3000502
hsa-mir-30d,3000540
hsa-mir-30d,3000715
hsa-mir-30d,3001028
hsa-mir-30d,3001055
hsa-mir-30d,3002119
hsa-mir-30d,3002977
hsa-mir-30d,3003141
hsa-mir-30d,3005573
hsa-mir-30d,3010818
hsa-mir-30d,3032285
hsa-mir-30d,3032771
hsa-mir-30d,3033053
hsa-mir-30d,3033538
hsa-mir-30d,3033637
hsa-mir-30d,3033818
hsa-mir-30d,3033825
hsa-mir-30d,3034010
hsa-mir-30d,3034034
hsa-mir-30d,3035406
hsa-mir-30d,3036505
hsa-mir-30d,3037032
hsa-mir-30d,3037556
hsa-mir-30d,3037981
hsa-mir-30d,3038498
hsa-mir-30d,3052762
hsa-mir-30d,3052776
hsa-mir-30d,3062316
hsa-mir-30d,3081361
hsa-mir-30d,3082054
hsa-mir-30d,3083544
hsa-mir-30d,3085017
hsa-mir-30d,3086401
hsa-mir-30d,3086674
hsa-mir-30d,4327536
hsa-mir-30d,4369359
hsa-mir-30d,4659569
hsa-mir-30d,5280343
hsa-mir-30d,5280360
hsa-mir-30d,5280427
hsa-mir-30d,5280445
hsa-mir-30d,5280899
hsa-mir-30d,5280965
hsa-mir-30d,5280980
hsa-mir-30d,5281034
hsa-mir-30d,5281035
hsa-mir-30d,5281037
hsa-mir-30d,5281040
hsa-mir-30d,5281042
hsa-mir-30d,5281052
hsa-mir-30d,5281070
hsa-mir-30d,5281071
hsa-mir-30d,5281077
hsa-mir-30d,5281078
hsa-mir-30d,5281081
hsa-mir-30d,5281104
hsa-mir-30d,5281243
hsa-mir-30d,5281417
hsa-mir-30d,5281614
hsa-mir-30d,5281718
hsa-mir-30d,5281811
hsa-mir-30d,5281881
hsa-mir-30d,5281915
hsa-mir-30d,5281929
hsa-mir-30d,5282181
hsa-mir-30d,5282226
hsa-mir-30d,5282237
hsa-mir-30d,5282381
hsa-mir-30d,5282443
hsa-mir-30d,5282452
hsa-mir-30d,5284447
hsa-mir-30d,5284513
hsa-mir-30d,5284514
hsa-mir-30d,5284549
hsa-mir-30d,5284550
hsa-mir-30d,5284551
hsa-mir-30d,5284553
hsa-mir-30d,5284566
hsa-mir-30d,5284583
hsa-mir-30d,5284585
hsa-mir-30d,5284592
hsa-mir-30d,5284607
hsa-mir-30d,5284627
hsa-mir-30d,5284632
hsa-mir-30d,5288783
hsa-mir-30d,5310940
hsa-mir-30d,5310966
hsa-mir-30d,5310993
hsa-mir-30d,5311017
hsa-mir-30d,5311027
hsa-mir-30d,5311052
hsa-mir-30d,5311068
hsa-mir-30d,5311167
hsa-mir-30d,5311181
hsa-mir-30d,5311217
hsa-mir-30d,5311221
hsa-mir-30d,5311236
hsa-mir-30d,5311309
hsa-mir-30d,5311399
hsa-mir-30d,5311447
hsa-mir-30d,5311454
hsa-mir-30d,5311507
hsa-mir-30d,5312125
hsa-mir-30d,5328940
hsa-mir-30d,5353788
hsa-mir-30d,5353853
hsa-mir-30d,5359272
hsa-mir-30d,5359371
hsa-mir-30d,5360696
hsa-mir-30d,5362119
hsa-mir-30d,5362124
hsa-mir-30d,5362129
hsa-mir-30d,5362440
hsa-mir-30d,5388962
hsa-mir-30d,5447130
hsa-mir-30d,5462501
hsa-mir-30d,5481350
hsa-mir-30d,5484727
hsa-mir-30d,5487427
hsa-mir-30d,5488548
hsa-mir-30d,5493444
hsa-mir-30d,6099959
hsa-mir-30d,6323266
hsa-mir-30d,6337614
hsa-mir-30d,6433083
hsa-mir-30d,6435415
hsa-mir-30d,6437380
hsa-mir-30d,6440495
hsa-mir-30d,6440717
hsa-mir-30d,6445540
hsa-mir-30d,6450551
hsa-mir-30d,6451149
hsa-mir-30d,6451164
hsa-mir-30d,6604200
hsa-mir-30d,6842999
hsa-mir-30d,6852391
hsa-mir-30d,6857599
hsa-mir-30d,6914273
hsa-mir-30d,6915744
hsa-mir-30d,6917698
hsa-mir-30d,6917779
hsa-mir-30d,6917864
hsa-mir-30d,6918140
hsa-mir-30d,6918182
hsa-mir-30d,6918248
hsa-mir-30d,6918296
hsa-mir-30d,6918314
hsa-mir-30d,6918456
hsa-mir-30d,6918462
hsa-mir-30d,6918493
hsa-mir-30d,6918537
hsa-mir-30d,6918554
hsa-mir-30d,6918558
hsa-mir-30d,6918585
hsa-mir-30d,6918638
hsa-mir-30d,6918837
hsa-mir-30d,7019255
hsa-mir-30d,7045767
hsa-mir-30d,9548889
hsa-mir-30d,9552079
hsa-mir-30d,9568614
hsa-mir-30d,9574101
hsa-mir-30d,9574768
hsa-mir-30d,9578005
hsa-mir-30d,9690109
hsa-mir-30d,9811704
hsa-mir-30d,9811834
hsa-mir-30d,9818306
hsa-mir-30d,9822750
hsa-mir-30d,9823820
hsa-mir-30d,9833444
hsa-mir-30d,9835049
hsa-mir-30d,9837124
hsa-mir-30d,9837243
hsa-mir-30d,9853654
hsa-mir-30d,9865528
hsa-mir-30d,9868491
hsa-mir-30d,9869929
hsa-mir-30d,9875401
hsa-mir-30d,9882105
hsa-mir-30d,9883933
hsa-mir-30d,9887712
hsa-mir-30d,9898279
hsa-mir-30d,9911830
hsa-mir-30d,9913767
hsa-mir-30d,9915879
hsa-mir-30d,9924495
hsa-mir-30d,9926791
hsa-mir-30d,9933193
hsa-mir-30d,9962735
hsa-mir-30d,10071196
hsa-mir-30d,10077130
hsa-mir-30d,10113978
hsa-mir-30d,10184653
hsa-mir-30d,10184665
hsa-mir-30d,10220503
hsa-mir-30d,10275777
hsa-mir-30d,10288191
hsa-mir-30d,10311306
hsa-mir-30d,10324367
hsa-mir-30d,10482134
hsa-mir-30d,11001318
hsa-mir-30d,11154555
hsa-mir-30d,11156438
hsa-mir-30d,11167602
hsa-mir-30d,11219835
hsa-mir-30d,11243969
hsa-mir-30d,11430828
hsa-mir-30d,11431716
hsa-mir-30d,11434515
hsa-mir-30d,11450633
hsa-mir-30d,11476460
hsa-mir-30d,11499245
hsa-mir-30d,11501341
hsa-mir-30d,11504295
hsa-mir-30d,11511120
hsa-mir-30d,11518241
hsa-mir-30d,11519070
hsa-mir-30d,11556711
hsa-mir-30d,11561674
hsa-mir-30d,11610526
hsa-mir-30d,11626560
hsa-mir-30d,11658860
hsa-mir-30d,11753673
hsa-mir-30d,11779629
hsa-mir-30d,11949646
hsa-mir-30d,11953884
hsa-mir-30d,11954293
hsa-mir-30d,11954369
hsa-mir-30d,11978813
hsa-mir-30d,11993702
hsa-mir-30d,12162152
hsa-mir-30d,12881464
hsa-mir-30d,13388558
hsa-mir-30d,13559281
hsa-mir-30d,14989482
hsa-mir-30d,15558638
hsa-mir-30d,15950376
hsa-mir-30d,15951529
hsa-mir-30d,16004692
hsa-mir-30d,16078949
hsa-mir-30d,16124688
hsa-mir-30d,16129681
hsa-mir-30d,16129704
hsa-mir-30d,16130957
hsa-mir-30d,16131215
hsa-mir-30d,16158208
hsa-mir-30d,16211978
hsa-mir-30d,16220172
hsa-mir-30d,16222096
hsa-mir-30d,16401639
hsa-mir-30d,16681432
hsa-mir-30d,16682734
hsa-mir-30d,16722836
hsa-mir-30d,16760467
hsa-mir-30d,17756771
hsa-mir-30d,19371515
hsa-mir-30d,20055414
hsa-mir-30d,21302490
hsa-mir-30d,21867154
hsa-mir-30d,22251426
hsa-mir-30d,23652731
hsa-mir-30d,23663870
hsa-mir-30d,23665772
hsa-mir-30d,23668193
hsa-mir-30d,23668827
hsa-mir-30d,23724781
hsa-mir-30d,24775005
hsa-mir-30d,24776445
hsa-mir-30d,24795069
hsa-mir-30d,24822371
hsa-mir-30d,24826799
hsa-mir-30d,24831714
hsa-mir-30d,24958200
hsa-mir-30d,25074887
hsa-mir-30d,25102847
hsa-mir-30d,25126798
hsa-mir-30d,25137844
hsa-mir-30d,25141092
hsa-mir-30d,25151352
hsa-mir-30d,25151504
hsa-mir-30d,25154714
hsa-mir-30d,25166913
hsa-mir-30d,25183872
hsa-mir-30d,25185057
hsa-mir-30d,42613186
hsa-mir-30d,44129647
hsa-mir-30d,44139752
hsa-mir-30d,44205240
hsa-mir-30d,44591583
hsa-mir-30d,44599207
hsa-mir-30d,45266502
hsa-mir-30d,45266800
hsa-mir-30d,45267103
hsa-mir-30d,46705423
hsa-mir-30d,49800058
hsa-mir-30d,49803313
hsa-mir-30d,49852292
hsa-mir-30d,51039094
hsa-mir-30d,52938427
hsa-mir-30d,53465279
hsa-mir-30d,54676038
hsa-mir-30d,54676537
hsa-mir-30d,54678486
hsa-mir-30d,54679224
hsa-mir-30d,54680692
hsa-mir-30d,54680783
hsa-mir-30d,54682045
hsa-mir-30d,54684141
hsa-mir-30d,54710214
hsa-mir-30d,54767916
hsa-mir-30d,56640146
hsa-mir-30d,56649450
hsa-mir-30d,56649692
hsa-mir-30d,56840904
hsa-mir-30d,56927674
hsa-mir-30d,56928011
hsa-mir-30d,56944144
hsa-mir-30d,57515973
hsa-mir-30d,58460047
hsa-mir-30d,67171867
hsa-mir-30d,67462786
hsa-mir-30d,68165256
hsa-mir-30d,70678987
hsa-mir-30d,70693500
hsa-mir-30d,70788951
hsa-mir-30d,70789197
hsa-mir-30d,70789202
hsa-mir-30d,71481097
hsa-mir-30d,71511839
hsa-mir-30d,71587201
hsa-mir-30d,71587953
hsa-mir-30d,71768094
hsa-mir-30d,73049652
hsa-mir-30d,73425383
hsa-mir-30d,73442840
hsa-mir-30d,76957057
hsa-mir-30d,76958517
hsa-mir-30d,76962714
hsa-mir-30d,76968835
hsa-mir-30d,86278362
hsa-mir-30d,89683805
hsa-mir-30d,91663255
hsa-mir-30d,118987133
hsa-mir-30d,131704172
hsa-mir-30d,131704299
hsa-mir-30d,131704314
hsa-mir-30d,131704319
hsa-mir-30d,131704328
hsa-mir-30e,727
hsa-mir-30e,1046
hsa-mir-30e,1674
hsa-mir-30e,1727
hsa-mir-30e,2161
hsa-mir-30e,2710
hsa-mir-30e,2764
hsa-mir-30e,3052
hsa-mir-30e,3229
hsa-mir-30e,3366
hsa-mir-30e,3385
hsa-mir-30e,3406
hsa-mir-30e,3446
hsa-mir-30e,3519
hsa-mir-30e,3562
hsa-mir-30e,3676
hsa-mir-30e,3948
hsa-mir-30e,4030
hsa-mir-30e,4101
hsa-mir-30e,4235
hsa-mir-30e,4421
hsa-mir-30e,4539
hsa-mir-30e,4542
hsa-mir-30e,4583
hsa-mir-30e,4756
hsa-mir-30e,4992
hsa-mir-30e,5071
hsa-mir-30e,5379
hsa-mir-30e,5745
hsa-mir-30e,5754
hsa-mir-30e,5857
hsa-mir-30e,5881
hsa-mir-30e,5994
hsa-mir-30e,5995
hsa-mir-30e,5997
hsa-mir-30e,6010
hsa-mir-30e,6230
hsa-mir-30e,6674
hsa-mir-30e,7077
hsa-mir-30e,8490
hsa-mir-30e,8955
hsa-mir-30e,9051
hsa-mir-30e,9053
hsa-mir-30e,9677
hsa-mir-30e,10026
hsa-mir-30e,11273
hsa-mir-30e,13095
hsa-mir-30e,13109
hsa-mir-30e,14866
hsa-mir-30e,22297
hsa-mir-30e,38945
hsa-mir-30e,51081
hsa-mir-30e,60198
hsa-mir-30e,60464
hsa-mir-30e,62959
hsa-mir-30e,72474
hsa-mir-30e,92786
hsa-mir-30e,149096
hsa-mir-30e,152946
hsa-mir-30e,159055
hsa-mir-30e,162955
hsa-mir-30e,169870
hsa-mir-30e,247839
hsa-mir-30e,287180
hsa-mir-30e,444008
hsa-mir-30e,444679
hsa-mir-30e,445354
hsa-mir-30e,637568
hsa-mir-30e,656615
hsa-mir-30e,2761171
hsa-mir-30e,3086677
hsa-mir-30e,5277135
hsa-mir-30e,5280489
hsa-mir-30e,5280793
hsa-mir-30e,5281104
hsa-mir-30e,5281929
hsa-mir-30e,5311067
hsa-mir-30e,5311071
hsa-mir-30e,5311412
hsa-mir-30e,6917715
hsa-mir-30e,7019255
hsa-mir-30e,9571107
hsa-mir-30e,9863827
hsa-mir-30e,9949848
hsa-mir-30e,10178705
hsa-mir-30e,11750009
hsa-mir-30e,24847884
hsa-mir-31,137
hsa-mir-31,280
hsa-mir-31,281
hsa-mir-31,311
hsa-mir-31,564
hsa-mir-31,598
hsa-mir-31,679
hsa-mir-31,807
hsa-mir-31,946
hsa-mir-31,947
hsa-mir-31,948
hsa-mir-31,978
hsa-mir-31,1032
hsa-mir-31,1046
hsa-mir-31,1060
hsa-mir-31,1091
hsa-mir-31,1176
hsa-mir-31,1674
hsa-mir-31,1983
hsa-mir-31,1990
hsa-mir-31,2161
hsa-mir-31,2266
hsa-mir-31,2337
hsa-mir-31,2370
hsa-mir-31,2682
hsa-mir-31,2683
hsa-mir-31,2708
hsa-mir-31,2710
hsa-mir-31,2764
hsa-mir-31,2767
hsa-mir-31,3042
hsa-mir-31,3052
hsa-mir-31,3121
hsa-mir-31,3226
hsa-mir-31,3229
hsa-mir-31,3335
hsa-mir-31,3366
hsa-mir-31,3385
hsa-mir-31,3406
hsa-mir-31,3415
hsa-mir-31,3467
hsa-mir-31,3519
hsa-mir-31,3520
hsa-mir-31,3657
hsa-mir-31,3676
hsa-mir-31,3893
hsa-mir-31,3948
hsa-mir-31,4030
hsa-mir-31,4064
hsa-mir-31,4101
hsa-mir-31,4235
hsa-mir-31,4274
hsa-mir-31,4421
hsa-mir-31,4539
hsa-mir-31,4583
hsa-mir-31,4756
hsa-mir-31,4837
hsa-mir-31,4913
hsa-mir-31,4914
hsa-mir-31,4992
hsa-mir-31,5281
hsa-mir-31,5379
hsa-mir-31,5411
hsa-mir-31,5483
hsa-mir-31,5526
hsa-mir-31,5833
hsa-mir-31,5852
hsa-mir-31,5905
hsa-mir-31,5943
hsa-mir-31,5944
hsa-mir-31,5977
hsa-mir-31,5988
hsa-mir-31,6032
hsa-mir-31,6036
hsa-mir-31,6058
hsa-mir-31,6215
hsa-mir-31,6224
hsa-mir-31,6253
hsa-mir-31,6256
hsa-mir-31,6337
hsa-mir-31,6374
hsa-mir-31,6410
hsa-mir-31,6597
hsa-mir-31,7029
hsa-mir-31,7077
hsa-mir-31,7699
hsa-mir-31,8029
hsa-mir-31,8378
hsa-mir-31,8490
hsa-mir-31,9880
hsa-mir-31,10026
hsa-mir-31,10133
hsa-mir-31,11333
hsa-mir-31,12560
hsa-mir-31,12620
hsa-mir-31,13095
hsa-mir-31,13129
hsa-mir-31,13136
hsa-mir-31,13344
hsa-mir-31,14792
hsa-mir-31,14866
hsa-mir-31,15209
hsa-mir-31,15541
hsa-mir-31,17358
hsa-mir-31,19649
hsa-mir-31,24012
hsa-mir-31,24014
hsa-mir-31,24066
hsa-mir-31,24083
hsa-mir-31,24087
hsa-mir-31,24268
hsa-mir-31,24414
hsa-mir-31,24424
hsa-mir-31,24434
hsa-mir-31,24436
hsa-mir-31,24462
hsa-mir-31,24478
hsa-mir-31,24497
hsa-mir-31,24642
hsa-mir-31,24759
hsa-mir-31,24763
hsa-mir-31,24850
hsa-mir-31,24856
hsa-mir-31,26042
hsa-mir-31,28620
hsa-mir-31,29327
hsa-mir-31,31294
hsa-mir-31,32798
hsa-mir-31,33042
hsa-mir-31,36294
hsa-mir-31,37720
hsa-mir-31,37768
hsa-mir-31,38521
hsa-mir-31,38904
hsa-mir-31,38945
hsa-mir-31,47936
hsa-mir-31,51081
hsa-mir-31,60464
hsa-mir-31,61635
hsa-mir-31,61739
hsa-mir-31,62662
hsa-mir-31,62959
hsa-mir-31,65430
hsa-mir-31,66377
hsa-mir-31,68911
hsa-mir-31,71158
hsa-mir-31,72474
hsa-mir-31,82153
hsa-mir-31,84029
hsa-mir-31,91694
hsa-mir-31,107526
hsa-mir-31,119307
hsa-mir-31,145068
hsa-mir-31,149096
hsa-mir-31,152946
hsa-mir-31,157355
hsa-mir-31,159269
hsa-mir-31,165580
hsa-mir-31,167159
